x,y
37.918588799,26.566694691
35.002909451,29.702148267
32.408910030,32.500834704
27.678443901,33.033974724
23.029097464,33.019853623
19.102461064,33.853734450
15.865550383,33.373681038
10.726388876,32.104711813
6.312125232,30.796580344
1.471413005,29.509097432
-2.331435408,27.515034508
-7.223087240,25.998930874
-12.038238304,23.952489957
-16.110899412,20.905329711
-20.586492919,18.581112312
-24.347165064,15.059659323
-28.801419513,12.250349906
-31.523666662,8.124710190
-34.543598947,3.865336239
-37.092382597,-0.599144750
-38.809709305,-4.765170598
-41.126678946,-9.175844300
-39.660075788,-13.659712982
-39.564099192,-17.735365314
-38.174657011,-22.030347425
-36.403161444,-24.081271136
-34.349156852,-26.875115409
-30.081201332,-30.026405379
-25.164749565,-32.041492552
-22.414250461,-32.662258564
-18.074997240,-34.257912907
-12.790994915,-34.017555742
-8.066127737,-33.670290433
-3.605894768,-32.295648515
0.639742868,-29.903695319
5.508254302,-28.743889817
10.278203862,-26.375747932
14.377413783,-22.987564844
18.327675821,-19.424520671
21.564247944,-16.607088834
24.554957578,-13.396295781
27.780516084,-9.518580040
31.213310111,-5.879728516
34.376974315,-1.676996477
36.592233338,2.518760653
38.090653742,6.097349297
39.680155539,9.957986590
39.930034622,13.779250196
40.296010654,17.864550699
39.758729294,21.872223077
