x,y
-34.346575443,-10.701667979
-34.626852079,-11.350652777
-34.238815291,-11.551029311
-34.297597783,-12.085101930
-34.501028485,-12.757710921
-34.645454702,-13.449720552
-34.117147990,-13.404338611
-34.238639749,-13.556692889
-34.847500871,-13.915892550
-34.502322565,-14.178313951
-35.172749595,-14.114174911
-35.119481193,-14.454549717
-34.958121895,-15.067731514
-34.680228207,-15.640341587
-34.353863227,-16.131173311
-35.001193788,-16.415249721
-35.208237729,-16.960731239
-34.897471377,-17.456350611
-35.398156924,-17.437069149
-35.035104253,-17.976859764
-34.632623456,-18.558018494
-35.322625281,-18.413217652
-34.970858961,-18.111129498
-34.831469015,-18.455252534
-34.938600670,-19.154007253
-34.733255039,-19.809049810
-34.845800842,-20.386241754
-35.323276064,-20.523658016
-34.618346779,-20.576676549
-35.172325382,-20.975590660
-35.751202696,-21.381345902
-35.620439764,-21.659840540
-35.403825755,-21.593004448
-35.371390088,-22.299180198
-35.338954422,-23.005355948
-34.703844279,-22.975807180
-34.111156879,-23.081910330
-34.774884284,-23.325225338
-35.117195928,-23.468894620
-34.995513533,-24.095551740
-34.924206431,-24.490060578
-34.477457440,-24.987939317
-34.026459835,-25.532308146
-34.521005392,-25.459157046
-34.285915063,-26.122610017
-34.228893453,-26.827226791
-34.222575611,-26.634515427
-34.245292652,-25.927960265
-34.227275954,-26.582085380
-34.207686891,-27.288734183
-34.188097828,-27.995382986
-33.856642237,-27.412054663
-33.339428342,-27.491795466
-33.313008147,-27.844509135
-33.284898896,-28.437124516
-33.404919687,-28.023505451
-33.454765486,-28.703501732
-33.041291846,-29.246623111
-32.619234978,-29.672027055
-32.646352567,-29.906383359
-32.273862738,-30.158480667
-32.510115195,-30.516709155
-32.800454987,-30.297665160
-32.338641482,-30.832888990
-31.843681425,-31.097785358
-31.468809662,-31.077744805
-31.095163814,-31.490227750
-30.435852471,-31.648085266
-30.238116723,-31.798504843
-30.681221188,-31.844400035
-30.064983469,-32.002911663
-29.370564123,-32.135267372
-29.886812818,-32.136009493
-29.738095043,-32.422784063
-29.370528805,-32.843478180
-28.665209164,-32.795933818
-28.657350279,-32.912116730
-28.282692198,-33.003999052
-27.585717372,-33.061007410
-27.113184995,-33.400969275
-26.686534204,-33.024522345
-26.322321637,-33.513457068
-26.881096158,-33.465928374
-26.233737068,-33.749939767
-25.694207922,-33.601111251
-25.255045572,-33.055023182
-24.766154776,-33.523335359
-25.066585282,-33.679531573
-24.370178950,-33.558063543
-23.990879391,-33.698708534
-24.010712733,-34.304402641
-23.565639186,-34.186404417
-23.183579587,-33.591621495
-22.677694007,-33.623194492
-22.098333060,-33.254741259
-21.670923244,-33.546329543
-21.141363134,-33.251074524
-20.884410515,-32.592506674
-20.461838619,-32.906241649
-19.822034170,-32.849724289
-19.386967101,-32.672447202
-18.701360745,-32.782766962
-18.010943786,-32.665403941
-17.764728235,-32.041091818
-17.095962057,-31.986932743
-16.639939892,-31.955098717
-15.935794295,-31.944466004
-16.085707335,-31.422185211
-15.465204241,-31.293236928
-14.791862527,-31.091407865
-14.785920633,-31.397060089
-14.102291830,-31.521631392
-13.905082347,-31.207193359
-13.814312758,-30.702309045
-13.130986012,-30.521199078
-12.441617060,-30.380283926
-11.842420591,-30.084255134
-11.382285044,-29.626799621
-11.048662528,-29.473664479
-10.371202252,-29.271714395
-9.724329791,-29.131494281
-9.474647511,-29.792852747
-9.336694386,-29.586779205
-9.262753124,-28.883736567
-9.311711713,-28.937165411
-9.267777438,-28.253820143
-8.565829417,-28.170122850
-7.863881395,-28.086425557
-8.550730054,-28.215029146
-8.069774283,-27.994874293
-7.465635824,-27.968048201
-6.996246384,-27.852488989
-6.452080647,-27.501983694
-6.087689545,-27.872807407
-5.805517739,-27.589442585
-5.481058298,-26.971168668
-5.045300133,-26.649455340
-4.624560162,-26.802693675
-4.359467373,-26.934431801
-3.767663773,-26.547773346
-4.007936399,-26.048429803
-3.823239189,-25.997394225
-3.116336092,-26.002321034
-2.409432995,-26.007247843
-2.700222475,-25.572476165
-2.890891033,-25.319873067
-2.332796278,-25.753769951
-2.168832409,-25.752892004
-1.955668665,-25.224827563
-1.449428107,-24.731414188
-0.887220753,-24.993345947
-1.308511630,-24.860600122
-0.639239001,-25.054301947
-0.054072601,-24.681413993
0.343268535,-24.598787536
0.702500941,-24.722862626
1.279829206,-24.316334677
1.952451908,-24.279147447
1.935453893,-23.982587136
2.364400294,-24.013093002
2.566902833,-23.472639672
3.051358908,-23.401670122
3.719838968,-23.631606355
4.102471190,-23.235817824
4.348432568,-22.960254090
4.855617181,-23.446175418
5.257390427,-23.076278882
5.758739413,-22.787861097
5.817071477,-22.119869032
6.307364784,-22.151954947
6.971805878,-22.077021559
7.676301658,-22.044777190
7.371706179,-21.992780047
7.939436004,-21.602888340
8.617025891,-21.401373561
9.065436807,-21.000644003
9.171308298,-20.307407787
9.473554479,-20.907930165
10.173970919,-21.003601856
10.366315713,-20.367040812
10.652277772,-20.282141050
11.092408217,-20.595908182
11.579324524,-20.083415478
12.189084156,-20.156883661
12.159396119,-19.809638166
12.642978676,-19.340221570
13.277150122,-19.067616685
13.809941802,-18.632888577
13.602068479,-18.862920679
14.164347748,-18.434460313
14.753157741,-18.046089082
14.952578376,-17.455716770
15.073156510,-16.790231345
15.454176256,-17.172778584
16.019674041,-16.751977398
16.641182375,-16.415133738
17.282898374,-16.121079571
17.609881978,-15.536252928
18.085645916,-15.558023443
18.416840882,-14.945624277
18.872844509,-14.458818633
19.110040175,-13.829343082
19.679174980,-13.773712573
20.207924323,-13.304500048
20.598360857,-12.746498732
21.050488157,-12.203067811
20.948769381,-11.691847213
21.220808866,-11.752940641
21.780573534,-11.644778432
22.046766983,-10.997557156
21.813398474,-10.662860518
22.346969916,-10.199138859
22.899985296,-9.833666483
23.396268519,-9.330241577
23.663988947,-8.777160622
23.859938942,-8.107349032
24.400005125,-7.741874300
24.489679096,-7.788523688
24.276149168,-7.114623672
24.457122075,-6.821814329
24.973226066,-6.766194825
25.055828095,-6.064117075
25.643973896,-5.682835912
25.957157917,-5.436253826
25.961865823,-4.729856232
26.160339257,-4.106136090
26.518745641,-3.520620213
26.812138156,-3.011088984
26.695068540,-2.863381826
27.103368225,-2.286296366
27.640393873,-1.917302068
27.813178280,-1.724281522
27.698369357,-1.026746452
27.583560434,-0.329211383
27.539008110,0.258747130
28.124978123,-0.136696172
28.710948137,-0.532139474
28.586990855,-0.424853131
28.043126115,0.011071165
28.004765698,0.653837049
28.699188306,0.786175642
29.190520067,0.520389593
29.187187894,1.223612616
29.353179880,1.910768291
29.329235612,2.427995639
29.030060998,2.984161391
29.205721834,3.431291706
29.840601785,3.725702540
29.551782140,4.125105973
29.764138605,4.459557956
30.354509126,4.748828207
29.961230415,5.336253196
30.422329127,5.298679363
30.654055278,5.966541065
31.006623986,6.453042978
31.203897993,6.270681715
31.197697423,6.873743057
31.419713828,7.505701688
31.582271922,8.017464395
31.385118384,7.838363420
32.039169704,7.958307415
32.249971273,8.567533447
32.330412515,9.269861880
32.610280714,9.464355406
33.126781074,9.723858995
33.143700539,10.430576756
32.795522987,10.809269082
33.041948218,11.217597724
33.378263328,11.839392230
33.489942737,12.373998177
33.729804959,12.643793209
33.711606996,12.704947234
34.028007098,13.168362084
34.234041002,13.158761475
34.449657862,13.831996672
34.665274722,14.505231870
34.896791067,14.864416483
34.661500165,15.530780588
35.310469623,15.678944324
35.191012384,16.267107514
35.544846302,16.781889589
36.202957451,17.040009672
36.009817488,17.217285814
35.336260127,17.312845743
35.639257905,17.951538634
35.917443033,18.448283099
35.739242007,18.437986183
35.878469369,19.074279040
36.197682130,19.639290460
36.502431394,20.184288591
36.705773525,20.859765535
36.354368973,21.186688581
36.575105627,21.668277141
36.426939757,21.761167260
36.306447548,22.010392135
36.580571930,22.627916517
37.019969682,22.898769936
37.269341646,23.560245472
36.764221813,23.775286260
36.546429018,24.419402433
36.906203488,24.764653663
36.788311940,24.799853656
36.491749571,25.441559993
36.831184238,25.644734972
36.591511013,25.567597762
35.968316553,25.586403128
36.432063032,26.119952999
36.547614111,26.735776812
36.127428712,27.287809001
36.624371477,27.140313830
36.235941784,27.709511834
35.819344665,28.268702827
35.544662308,28.826699974
35.276920543,28.172444206
35.114872440,28.388404023
35.011532504,29.087730212
34.475232879,29.089445319
34.355195391,29.786099655
34.377447325,29.725727569
34.118929163,29.327770923
33.907483521,29.644123217
34.106628420,30.315160650
