x,y
34.036704246,31.018609451
32.577645103,31.129815736
30.994412468,31.959275250
29.007499862,32.243050137
26.759473934,30.981910229
24.515697549,31.445182578
23.123725681,31.848653961
20.475510182,31.469614074
18.058429078,31.155977384
15.778671756,30.571243889
14.447747294,30.538439383
12.205573913,29.937277024
10.015965689,29.175256396
7.872613353,29.330968130
5.449459838,28.018076048
2.802271781,27.970930091
0.446818019,26.228631317
-1.053814907,25.422299004
-3.594295720,24.406541724
-5.207119512,23.381351179
-7.848189221,22.424656774
-9.922907924,20.548932942
-11.811820544,18.951249908
-13.930297424,17.537467168
-15.285033979,16.472547618
-16.509689249,14.341866921
-18.184075309,13.215237473
-19.822553921,11.381842300
-21.710265418,9.545458086
-22.699036918,7.461718234
-24.766668464,6.742697798
-25.647988227,5.559725775
-27.297609344,3.485078386
-28.518065839,1.078916731
-29.974576629,-0.840909250
-30.453642290,-1.946807240
-31.631525643,-4.184260511
-32.885273084,-5.981184600
-33.449626923,-8.454082216
-34.594158050,-11.097155995
-34.308224242,-13.401180863
-34.997407335,-14.900664540
-35.033741745,-17.220229675
-35.311653430,-18.360889924
-35.047850101,-20.470751935
-35.346361053,-21.598929818
-34.434048679,-23.238895953
-34.032709086,-25.429561509
-34.245843347,-25.999716644
-33.464549717,-27.396656273
-32.964045136,-29.290647354
-32.142473269,-31.006342610
-30.314120572,-31.953134771
-28.742425633,-32.726579714
-26.312338218,-33.396314402
-24.943738296,-33.172472848
-23.540202862,-34.158889518
-21.135148897,-33.237967897
-18.690434357,-32.784235021
-16.097091265,-32.017611657
-14.226168903,-31.574551682
-11.880653361,-30.114227882
-9.544335326,-29.713224562
-8.208712310,-28.147287678
-6.705297417,-27.597244185
-4.498336668,-26.882618443
-2.454521175,-26.043457226
-1.529310608,-24.731936457
0.399580051,-24.616281094
2.564912005,-23.479666931
5.008680908,-23.352933663
7.244508341,-22.059248167
9.121701020,-20.787411247
10.792365442,-20.359634591
12.910611152,-19.254224201
14.849719783,-17.892999821
16.574141839,-16.433011308
18.709322562,-14.651200464
20.727932401,-12.646461603
21.834929519,-10.710829051
23.733001068,-8.481727621
25.040123391,-6.544048612
26.205889270,-4.010357001
27.820568738,-1.706068694
28.402803528,-0.348209324
29.018039730,0.595767324
29.078843717,3.285017299
30.024677524,5.204245294
31.201838386,7.007997058
32.232757007,8.833632984
33.002384749,11.172313495
34.436479571,13.601965294
35.284020992,15.968572622
35.437264332,17.675916607
36.474087727,20.138282898
36.661281148,22.684450017
36.843230874,24.785010569
36.545901834,26.278692435
35.842836365,28.215490136
34.413810471,29.168614180
