x,y
34.036695910,31.018613354
31.834144652,31.358380916
30.450665353,31.759759554
28.130098619,32.399021570
26.303667725,31.233400863
24.661871528,32.110432708
22.666432142,31.973241617
20.074145392,31.561840912
17.565178398,31.044307894
15.923137753,30.968284991
15.901817341,31.175618366
13.381459818,30.232805828
11.055355022,28.853779077
8.743451546,27.449971044
6.424330420,26.058111872
4.100537359,24.674065373
1.772998381,23.296327184
-0.557938530,21.924345522
-2.892223304,20.558067746
-5.230035558,19.197834856
-7.571789711,17.844400102
-9.918223943,16.499096632
-12.270610576,15.164231440
-14.631305820,13.844123045
-17.005501408,12.548484031
-19.410763818,11.311892956
-21.922555984,10.326664991
-20.987782429,10.274063452
-22.830803948,8.729953559
-23.802092313,7.290255179
-23.700016654,6.832840462
-24.355085487,6.374860223
-26.582674161,4.880224568
-28.287406984,2.785015365
-29.706892103,0.483880610
-30.947151258,-1.919244012
-32.056307519,-4.385822911
-33.056770420,-6.898520759
-33.953546967,-9.450054698
-34.727301613,-12.041369340
-35.236912763,-14.693943375
-34.394072644,-16.214704587
-35.491509858,-18.446179069
-35.531381188,-19.448401706
-35.657063085,-20.490325874
-34.432692253,-22.581386982
-34.882980814,-24.390400026
-34.060630689,-26.442080645
-34.753031652,-27.702972850
-33.141678515,-29.304363824
-32.237768884,-30.895157143
-30.050595181,-32.255364976
-29.503259737,-32.712038104
-27.067754140,-33.379090357
-26.490561695,-33.411675134
-24.247078518,-33.840731039
-22.464938840,-33.591242393
-20.092074780,-32.491388463
-17.568285694,-32.417850888
-15.261940882,-31.408018099
-13.240741802,-30.508053790
-10.868004893,-29.450268970
-9.636380074,-28.976857893
-7.652683286,-27.928918043
-5.486723797,-27.235731756
-3.770510574,-26.338206965
-2.659768264,-25.317982134
-1.363860731,-25.023394202
0.729521408,-23.630790364
3.432296961,-23.649827063
5.573490292,-22.627452360
7.779068021,-21.684320174
9.004604009,-20.440356577
11.101614092,-20.247329081
13.347028619,-19.036391798
14.709246335,-16.949512139
17.204383495,-16.072870596
18.900953081,-13.976534990
20.696040329,-11.994101961
22.126070889,-10.753414668
23.469190947,-8.412684331
25.048491010,-6.217049153
26.614050006,-4.011741346
27.839543024,-1.615627341
27.804381116,0.412632043
29.110829342,1.798328550
29.639272887,3.998538454
29.761597436,5.071774185
31.347331213,6.991706610
32.678371288,9.075039092
33.088122176,11.262649504
34.435182190,13.454919214
34.945462124,15.985265902
35.696227409,17.424788478
36.747478985,19.710692062
36.397939124,22.030016975
36.822808226,24.105519810
35.978331336,25.533572042
36.034526384,28.075303721
33.967279751,29.375587801
