x,y
42.916250456,13.887956759
42.186025037,16.194566633
40.051747001,17.454876373
38.520567340,18.202615766
36.073753363,18.813320037
34.569794373,20.144246025
32.949885750,21.468129087
32.242775271,23.919438525
30.387860266,24.663294844
29.926615821,25.592982886
27.654556768,26.812793599
25.173690991,26.744698052
23.203285618,27.844068947
20.836886426,27.279035938
18.655608587,27.715394928
16.044443279,28.130535016
13.421841655,27.838136438
10.900916431,27.337420476
8.939083015,27.078626421
6.308542451,27.288813546
3.964345352,26.633897299
1.799198200,26.451261308
-0.379907075,25.891528044
-2.836023043,25.890104577
-4.798553754,24.929179757
-7.370834775,24.315412775
-9.858200238,23.402398839
-12.321402159,22.425178289
-14.825833441,21.562442639
-17.358554715,20.792656328
-19.522615359,19.276396668
-20.705339365,18.150620818
-22.462055048,17.942409877
-24.487487677,16.235813158
-26.407926457,14.409951510
-28.293557536,12.548050514
-30.166186484,10.673054591
-32.038174932,8.797418468
-33.920189013,6.931852602
-35.825705170,5.090336907
-37.779182254,3.299966947
-39.854196563,1.654705812
-42.007559723,0.406714288
-41.575341653,-1.170276212
-42.580087331,-2.685462782
-43.329098308,-4.864453082
-43.616216774,-7.491954740
-43.564923965,-8.521518177
-43.279102981,-10.902641534
-43.121207194,-13.506612450
-42.741694258,-14.582077326
-42.303070502,-16.774576634
-40.866713811,-18.948873785
-38.977231553,-20.577522132
-37.786997729,-21.417938162
-36.086547059,-23.049230501
-33.947674041,-24.613570739
-31.677172663,-25.972486588
-29.303842446,-25.633437546
-27.573565591,-25.964652937
-25.710099457,-26.531670100
-23.064378273,-26.469576709
-20.428580725,-26.733323702
-17.845814760,-27.310043015
-15.281670591,-27.849063409
-13.715792051,-28.187928099
-11.674783544,-26.874339166
-9.029248900,-26.829640675
-6.383785762,-26.983598540
-3.742648034,-26.875881557
-1.768819677,-27.076533769
0.143163261,-26.272919513
2.278321088,-24.883375461
4.841623779,-24.225660642
7.457016467,-23.799708680
10.071848795,-23.370547904
12.598659587,-22.610066153
14.761699739,-21.308519033
16.730742023,-20.590479171
18.753288939,-19.072157886
19.171205881,-18.699888458
21.808425491,-18.678057013
23.314672282,-16.799140844
25.058188883,-15.638798190
27.367172169,-14.911356017
29.224420001,-13.144613179
31.436262516,-11.891592239
33.596560119,-10.400524723
34.464023514,-8.077051003
36.046107597,-6.670448320
36.986754305,-6.379798423
37.731895936,-4.071411377
39.472110378,-2.126544544
41.370326206,-0.744660119
41.626655304,1.593562577
42.635422048,2.580591335
43.663341087,4.910976645
43.884150715,6.919853568
43.551573907,9.545091731
43.476308326,11.732212557
