x,y
43.189836369,14.143644250
42.897887554,15.375021314
42.001995442,16.273480902
41.184947612,17.043488132
40.541248934,17.779426077
39.271822203,17.878247537
38.020813854,18.115296973
36.785914909,18.404957925
35.678973197,18.912996546
34.614223707,19.395629686
34.519911927,20.603997866
33.406563026,20.869848292
33.139424002,22.112585338
32.379248160,22.389099795
31.798380699,23.469943272
30.990299518,24.400674440
29.999716897,25.130703022
28.907369624,25.464789870
28.036286449,26.363052645
26.788289719,26.577915897
25.539412987,26.800324469
24.607671066,27.596961532
23.715481689,27.244145523
22.545971973,27.712206485
21.287988670,27.522539782
20.024440880,27.362269790
18.753285864,27.278498552
17.484427700,27.164958157
16.218162867,27.024930100
14.952688048,26.877877177
13.686846263,26.734032237
12.419821152,26.601063199
11.151008404,26.486508304
9.880029963,26.399480099
8.606968502,26.352952506
7.333267026,26.368286536
6.065501214,26.487517631
4.838427742,26.817007674
3.676982410,27.337395746
4.024136856,26.469201538
3.103889302,26.335336581
1.988903180,26.007233842
0.962327189,26.168296452
-0.272649442,25.866564023
-1.539438131,25.733113478
-2.804764280,25.587997225
-4.009578146,25.195747039
-4.945155307,25.403661099
-5.842641779,25.412634584
-6.741997169,24.515504603
-7.714496538,23.970657396
-8.596206693,23.519329927
-9.772974091,23.245708682
-10.673611581,22.345412890
-11.763390360,21.701291768
-12.992987139,21.371065250
-14.222044942,21.036735012
-15.481083623,21.056690836
-16.481058628,20.929255365
-17.142333854,20.084429606
-17.611936411,20.729991563
-18.459326308,19.779690134
-19.358097237,18.882026408
-20.410056480,18.164666129
-21.517889890,17.535920653
-22.651485157,16.954641555
-23.798065677,16.399331070
-24.950508647,15.856264129
-26.103840612,15.315084153
-27.253689264,14.766554766
-28.395301669,14.201116285
-29.522370984,13.607287705
-30.625050438,12.969462529
-31.685232657,12.263631627
-32.662917036,11.448515816
-33.446808651,10.450279158
-33.910770853,9.264863898
-34.330939956,8.062203235
-35.238771236,7.583444907
-35.837592138,6.681461678
-36.528838601,5.614731840
-37.429946088,4.717597332
-38.484574697,4.004231978
-39.529467879,3.281136791
-40.413862185,2.461973026
-40.185353444,1.215646686
-40.861263463,0.229452522
-41.495434713,-0.685743613
-42.077276140,-1.320199749
-42.386150574,-2.485349616
-42.406203175,-3.587577382
-42.549864306,-4.825579483
-43.129192242,-5.958813608
-43.818053463,-7.025441790
-44.096887118,-7.299270535
-44.046465103,-8.249765198
-44.173578760,-9.506467430
-43.860970209,-10.737467571
-43.201157762,-11.820881047
-43.416321414,-13.016165157
-42.711466510,-13.942161852
-42.720916345,-15.153374604
-42.391104146,-16.366137282
-41.406916436,-17.136816314
-40.705013369,-18.112922910
-39.856559581,-18.591175210
-40.457319707,-19.449086703
-39.632784955,-20.390601272
-39.745520685,-21.636510918
-38.764686987,-22.395511488
-37.552111032,-22.783123004
-36.309446910,-23.063141161
-35.055942845,-23.290388328
-33.796982077,-23.485351391
-32.534567834,-23.656585313
-31.269852972,-23.809976265
-30.003642306,-23.950513133
-28.736321705,-24.080673912
-27.468117958,-24.201935752
-26.199166530,-24.315110278
-24.929571772,-24.420825982
-23.659406083,-24.519448098
-22.388720137,-24.611124603
-21.117566696,-24.696072794
-19.845979913,-24.774267082
-18.573998641,-24.845758137
-17.301649087,-24.910363592
-16.028965341,-24.968008413
-14.755978738,-25.018521526
-13.482721169,-25.061664720
-12.209227323,-25.097151811
-10.935535924,-25.124644722
-9.661691122,-25.143742601
-8.387744339,-25.153946909
-7.113757455,-25.154758749
-5.839804154,-25.145555911
-4.565974337,-25.125618076
-3.292378941,-25.094110157
-2.019156282,-25.050061758
-0.746487694,-24.992199551
0.525398447,-24.919163188
1.796215911,-24.829456750
3.065538905,-24.720664025
4.332858503,-24.590643921
5.597420768,-24.436131816
6.858147222,-24.252993907
8.113463247,-24.035940164
9.361021434,-23.778129724
10.596940130,-23.469488860
11.814794493,-23.096157360
13.002443540,-22.636189706
14.135655458,-22.055952768
15.159887403,-21.302123193
16.058598097,-20.399256239
16.958157193,-19.497127987
17.874283244,-18.611943616
17.734693347,-19.097674163
17.018336521,-20.150957679
16.948476057,-21.072772691
17.914030113,-20.282875820
18.671321165,-19.258781387
19.697689307,-18.529250421
20.736502306,-17.793572181
21.974509295,-17.674217407
23.140032778,-17.244042275
24.347311635,-16.841021679
25.484299287,-16.269611182
26.334293658,-15.350238693
27.214558897,-14.484616421
28.457717633,-14.214110715
29.503543992,-13.581072342
29.878223818,-12.365698473
30.619424434,-11.896010028
31.493973074,-11.232279631
32.278985260,-10.235207062
33.208204760,-9.363763967
34.067033461,-8.425508639
34.798633406,-7.384524163
35.673172950,-6.458876563
36.616158884,-5.602497632
37.598343416,-4.791224050
38.376556726,-3.825096300
39.253874698,-3.225764083
39.363161102,-2.187701322
40.555293186,-1.750495143
41.055456675,-0.810954217
41.471605538,0.254317784
41.536415135,1.389364312
42.269761339,2.428951788
42.968332321,3.493887038
42.680116895,4.468396383
43.288458028,5.491966134
43.740178745,6.670968263
43.328542257,7.832372398
43.560373904,8.991674282
44.257294804,9.978600300
43.533914276,10.664698225
44.423122261,11.198924090
43.889235856,12.031329185
43.977761640,13.243932780
