x,y
33.850567296,30.389993653
33.148135914,30.353171575
33.089736743,30.264675446
33.309441683,30.295826490
32.699082131,30.645436173
32.294747742,31.211461548
31.770810310,31.643842357
31.352896761,31.420540872
30.700852589,31.684366779
30.146166535,31.873020146
30.566373497,31.308935204
30.696691679,31.026391116
30.120572602,31.429941015
29.743555824,31.858783500
29.230737677,32.000249922
28.843127939,31.692767666
28.510328213,31.790124846
27.807683276,31.757631703
27.297577625,31.742696699
26.782269340,31.695372457
26.940646588,32.380706215
26.980909412,32.463054479
26.428119719,32.055368229
25.735661454,31.938485088
25.037833991,31.906425347
24.777001154,31.784876194
24.151046103,31.674462728
23.575439944,31.654897314
23.023717725,31.655472659
22.995160597,32.254720633
23.034791213,31.552442108
22.423004033,31.863982655
21.825924018,32.067473999
21.586917543,31.460851931
20.982646900,31.371312152
20.321471354,31.346569902
20.055441248,30.955981047
19.391124801,30.724789850
18.989452315,30.928372969
18.430067613,31.238195260
18.382968625,31.037382482
18.147828395,30.713788441
17.452301733,30.818709245
16.945864046,31.192647891
16.411702497,31.346835338
15.764496804,31.086608767
15.876393161,30.453992724
15.499102239,30.919208858
15.099533887,30.605368657
14.403008799,30.593281552
14.139093399,30.064071202
13.872898728,30.368432679
13.531372738,29.753513408
13.331007353,29.570989152
13.388751331,30.247171795
12.695339698,30.365265059
12.254659372,29.873824920
11.693266380,29.480581338
11.063678123,29.166918558
11.284599710,29.602953191
11.674796534,30.188198567
11.357863352,29.892586243
10.796025615,29.738891134
10.179493534,29.403288334
9.842030208,29.720076428
9.373031705,29.224954877
9.101777031,28.892864567
8.418655920,29.060528696
8.157986138,29.218046270
8.028137387,29.208898375
7.700043643,28.784656534
7.101469085,28.660063784
6.477251640,28.822393340
6.101147945,29.131281412
6.172042209,28.431471235
5.588697455,28.121625359
5.281352840,28.296051981
4.867996181,28.623311654
4.175655371,28.747528864
4.345172609,28.193991405
4.429197162,27.639639082
3.760996017,27.420938047
3.967156500,27.263353119
3.295229639,27.471391591
2.901914286,27.865196356
2.560672579,27.250709211
2.219211435,26.635753928
1.664228468,26.722193920
1.139342486,27.190446436
0.802368922,26.680008454
0.310454900,26.406769383
-0.209195104,26.664122431
-0.086588932,25.971494509
-0.181096080,26.135094217
-0.403342116,26.802456496
-0.591789709,26.146229060
-0.963685746,25.690892227
-1.646727544,25.532894208
-2.263006539,25.436826137
-2.858386334,25.314906000
-2.975912785,24.621398073
-3.139037487,24.433155050
-3.378826770,25.094416581
-3.877255202,25.490524110
-4.297387773,25.380041995
-4.279094608,24.676884067
-4.385921690,24.076671969
-5.072576699,23.977293294
-5.474411476,23.455383022
-5.959645275,23.404660896
-5.814615505,23.188621210
-6.502312780,23.040843775
-7.035229489,22.639069366
-7.492935653,22.105375641
-7.683149931,21.608078934
-8.073420985,21.194099990
-8.524909227,20.718517953
-9.225281803,20.783663688
-9.661340935,20.364364791
-10.087485426,20.197875657
-10.370359492,19.669121257
-10.819268863,19.229238409
-11.493669377,19.042002288
-12.180680915,18.891068995
-11.493600171,18.908424663
-11.803137691,18.376980052
-11.927176019,18.203759689
-12.409458510,17.698088465
-13.054875397,17.418440913
-13.423429952,17.439942263
-13.813195517,17.574717807
-14.505071562,17.447937486
-14.371814386,17.053787308
-14.567190736,16.396908551
-15.270577792,16.400424410
-15.391920402,15.839064274
-15.865467002,15.322023642
-16.521045148,15.067105997
-16.665588339,14.838273151
-16.852730287,14.569436442
-17.441868277,14.730434865
-17.615695008,14.054239830
-17.913481641,13.510994688
-17.687483329,12.844893739
-18.272068973,12.566397504
-18.960061185,12.419999320
-19.226993768,11.988862707
-18.944412439,11.745205713
-19.587286326,12.030650765
-19.928622923,11.523496367
-20.219203069,10.882927174
-20.765376468,10.689267900
-21.097636500,10.729341056
-21.489272742,10.145057934
-21.408729626,9.610649628
-22.100959305,9.485814602
-22.393735344,8.890956316
-22.771935928,8.303702865
-23.127761871,7.758803917
-23.482613642,7.227088067
-24.091645876,6.875171244
-24.515430738,6.363070781
-25.134942893,6.334394168
-25.261136446,5.646214216
-25.493905883,5.058044187
-26.062917204,4.644532604
-26.504539166,4.112867792
-26.915521049,4.404967191
-26.893556085,3.801719946
-27.031512154,3.113045478
-27.394713209,2.958363624
-27.943493468,2.599175344
-28.377529435,2.121243703
-28.385910661,1.417897795
-28.194270119,1.273521756
-28.600233564,1.074617967
-29.053793017,0.555036939
-29.015607445,-0.127505643
-29.207035052,-0.555805837
-29.390717359,-0.548318438
-29.478304875,-0.548883247
-30.180550182,-0.508668308
-30.369503946,-1.149904938
-30.296750260,-1.732028283
-30.059757125,-2.372718881
-30.630430809,-2.737502254
-31.208892351,-3.131137646
-31.672091504,-3.288784075
-31.795598113,-3.981252001
-31.701489755,-4.675875728
-32.138361978,-4.881228663
-32.311078805,-5.563089800
-32.900365685,-5.918154728
-33.058560006,-6.603530734
-32.846959395,-6.988848295
-33.163354255,-7.617068005
-33.308110758,-8.182222421
-33.407366863,-8.873122569
-33.656622236,-9.530874400
-33.644316362,-9.455400033
-33.838749588,-9.723887825
-33.793246892,-10.425810340
-34.053420737,-10.842664055
-34.252872014,-11.506887429
-34.224789984,-11.935803763
-33.527052073,-11.846767142
-33.959116677,-12.284400404
-34.498049941,-12.706350327
-34.776861744,-13.328045230
-34.815404095,-13.970582813
-34.116639575,-13.889998334
-34.708926873,-14.088958293
-34.735795727,-14.141554771
-34.209172715,-14.078156039
-34.797701847,-14.463382172
-34.679655178,-15.084797045
-34.612578401,-15.720225746
-35.172073593,-16.096952401
-35.012497350,-16.606959964
-35.046185742,-17.230954205
-35.006657634,-17.624058920
-34.942720722,-18.165071082
-35.340917920,-18.457335389
-35.326388717,-18.256919164
-35.498575302,-18.879258850
-35.024816816,-19.081141991
-34.869649196,-19.576857293
-35.019352357,-20.182724881
-35.316108825,-20.454408058
-34.953409428,-21.057081153
-35.115554623,-21.539651241
-35.037608383,-22.116243033
-34.827266084,-22.030119188
-35.321223741,-22.261534114
-34.751380817,-22.673898946
-34.181537893,-23.086263778
-34.548412662,-23.142427387
-34.555396889,-23.514008848
-34.671961401,-23.748379121
-34.042259376,-24.061813439
-34.463428754,-24.434236040
-34.508830110,-25.070121717
-34.929589253,-25.284127319
-34.563148968,-25.884533207
-34.196708682,-26.484939094
-34.386210755,-25.935601901
-34.329583377,-25.645239494
-34.164901586,-26.329085690
-34.000219796,-27.012931886
-34.279119733,-26.834520316
-34.172949099,-27.270400797
-33.560249561,-27.615893182
-33.297588428,-28.004510619
-33.766451940,-28.092642736
-33.717754977,-27.910681145
-33.152762661,-28.270954260
-32.943136775,-28.927764559
-32.613384475,-29.205741380
-32.561265966,-29.769298529
-32.264239560,-30.301240163
-32.283901928,-29.773576471
-31.966295203,-30.401184374
-31.648688478,-31.028792277
-31.367065882,-30.476001391
-31.669902746,-30.723143044
-31.411295905,-31.116813102
-31.220963732,-31.404231557
-31.538718405,-31.579987950
-30.846526949,-31.705034743
-30.148228584,-31.762358974
-30.143955281,-32.386975948
-30.027371290,-32.322905373
-29.823053188,-32.252534302
-29.582858849,-32.433925741
-29.301352717,-33.078534157
-29.495782709,-32.519941977
-29.177454837,-32.628977993
-28.737879816,-33.107562431
-28.483493947,-33.475329524
-27.780439257,-33.453424840
-27.225077742,-33.235634039
-27.243096646,-33.025463621
-27.314669317,-33.528316620
-27.666188143,-33.665483225
-27.027419380,-33.370966366
-26.388650618,-33.076449506
-25.799242780,-32.859701681
-25.793847854,-33.563076835
-25.788452928,-34.266451989
-25.459969457,-33.785301140
-25.130594087,-33.259454945
-25.306627285,-33.940467446
-25.269341052,-34.184106196
-24.841076861,-33.626113818
-24.753699065,-33.507029947
-24.089106606,-33.631136049
-23.545975604,-33.187310091
-22.952379575,-32.809938303
-22.782128171,-33.410204738
-22.209313307,-33.565704680
-21.675492826,-33.599046181
-21.321573451,-33.377858005
-20.746874031,-33.061543147
-20.043514520,-33.068692263
-19.623476931,-32.626729628
-18.960167632,-32.695300091
-19.281718764,-32.562055975
-18.966097893,-33.096386892
-18.351422265,-32.754422590
-17.707368766,-32.474347372
-17.255869106,-32.041544701
-16.609786691,-31.763585820
-16.011781641,-31.409355156
-15.386172981,-31.153006472
-14.689915671,-31.053049125
-14.238159748,-30.768303983
-13.939748865,-30.493430909
-13.374606395,-30.811734678
-13.098530496,-31.189173635
-13.139871097,-30.504340592
-12.914495995,-30.120780861
-12.218484471,-30.019126195
-11.600145452,-29.980586590
-11.842062070,-30.641072822
-11.760985937,-30.278337909
-11.579863143,-29.598661334
-11.001527489,-29.261470717
-11.295205040,-28.901026268
-10.646272485,-29.172415752
-10.096890560,-29.376626051
-10.591395862,-28.876395885
-10.078908595,-28.878767403
-9.446088346,-28.797635955
-8.974366517,-28.275865672
-8.700408678,-27.842901313
-8.439377150,-28.350274631
-8.108094120,-28.357537606
-7.625233207,-27.846058330
-7.421564220,-27.990695010
-7.100219657,-27.974156132
-6.659709672,-27.516139877
-5.984756585,-27.559039999
-5.507287090,-27.136764204
-5.450388960,-26.946988873
-5.360373511,-27.100716305
-4.701378398,-26.897007323
-4.154861205,-26.454261128
-4.210002025,-26.287962012
-4.117408659,-26.162626125
-3.477970739,-25.869564939
-2.967926611,-26.052400055
-2.827938400,-25.886621407
-2.310256334,-25.545778016
-1.848837561,-25.292534184
-1.516297468,-25.062245642
-0.869209070,-24.955276310
-0.250958037,-24.868326943
-0.492988358,-25.182066273
-0.017720776,-24.976925876
0.656505619,-24.837678281
1.287136640,-24.710382211
1.796797977,-24.225602844
1.337705641,-24.434751373
2.035494476,-24.346114738
2.391751666,-23.782366772
2.936409380,-23.568029403
3.359984301,-23.480281610
3.822218214,-23.237310995
4.452055638,-23.157510966
5.129382193,-23.347232998
4.942149743,-23.275438651
5.171918023,-22.789324314
5.740479385,-22.382166721
6.292372788,-22.131800276
6.688273993,-22.443269520
7.271772587,-22.050470171
7.899509131,-22.032742908
8.172798793,-21.835441740
8.763948449,-21.689836434
9.254353987,-21.191256640
9.799248640,-20.746447097
9.797380394,-21.040297480
10.084856931,-20.398329449
10.644144999,-20.452349913
10.840006197,-20.029616713
11.018470308,-19.888173869
11.411749426,-19.953832434
11.907770674,-19.542843766
12.576796091,-19.397401352
13.075164488,-18.910023411
