1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.430349,0.380393,0.149438,0.034246,0.005045,0.000495,0.000032,0.000001,0.000000,0.000000
0.123648,0.290943,0.304262,0.185612,0.072791,0.019031,0.003317,0.000372,0.000024,0.000001
0.024910,0.113716,0.230723,0.273073,0.207768,0.105387,0.035637,0.007747,0.000982,0.000055
0.004016,0.030580,0.103490,0.204302,0.259277,0.219362,0.123729,0.044863,0.009489,0.000892
0.000809,0.008781,0.042351,0.119145,0.215481,0.259806,0.208833,0.107910,0.032527,0.004358
0.000111,0.001746,0.012228,0.049962,0.131235,0.229808,0.268280,0.201339,0.088142,0.017150
0.000004,0.000106,0.001268,0.008828,0.039511,0.117899,0.234534,0.299928,0.223741,0.074181
0.000000,0.000000,0.000008,0.000143,0.001635,0.012421,0.062925,0.204919,0.389280,0.328668
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
