x,y
33.986520423,31.123881367
32.505131747,31.102385266
31.316811308,31.472616638
30.126340540,32.046099217
28.585696855,31.975917935
27.295458561,32.218616067
25.729792318,32.161581411
23.679053091,32.228042524
21.784989921,31.913286475
20.497635189,30.737115692
19.547026335,31.748999371
18.215955373,31.623231177
16.916653925,31.047185927
14.829664661,31.135626681
12.955716185,30.182618927
11.387693042,28.905543365
9.420135414,28.711116039
7.872439243,29.095145198
6.290757636,28.264043657
4.586308607,28.007420987
3.231670228,26.464758811
1.235719187,25.766840069
-0.840700347,25.347314326
-2.935484458,25.028728268
-5.015658998,24.641378487
-4.899093269,23.380517352
-6.567930367,23.026240288
-7.686220713,22.329464634
-9.464807934,21.367899521
-10.405530511,19.496212033
-11.658306153,18.494349710
-13.005017594,18.684362001
-13.795631252,16.912696749
-15.139677538,15.319630895
-16.815848516,14.039621129
-18.495686049,12.780173007
-19.560580220,11.239605680
-21.343130774,10.283151232
-22.154270071,9.250480531
-23.671131535,8.268507970
-25.070485946,6.693969953
-26.198986932,4.900686762
-27.557036523,3.281907352
-28.311233064,1.475030024
-28.415805769,0.213134215
-30.337494060,-0.643238010
-30.883960882,-2.488152667
-30.761682222,-4.585667109
-32.310571837,-5.558669169
-32.357281110,-7.671810326
-33.470068362,-9.370288278
-33.940896821,-11.388283322
-34.692979763,-13.369237108
-35.404103850,-15.364999824
-34.827283545,-16.999176371
-35.085965380,-18.513609448
-34.390464635,-20.096663757
-34.945013006,-21.581264991
-34.921429206,-22.998514485
-34.588228226,-24.696525424
-34.509081846,-25.633562934
-33.926514766,-27.110561942
-33.500382867,-28.738015578
-32.668700562,-30.363629719
-31.089483474,-31.631887467
-29.907769815,-33.103712439
-27.851959396,-33.400168606
-26.104177664,-33.751031314
-24.196150448,-33.466958140
-23.090796049,-32.959127341
-21.754370109,-33.338076632
-20.281637177,-32.780069350
-18.892343799,-32.178240868
-16.875990914,-31.554020137
-16.192401912,-32.026085251
-14.173161639,-31.388374246
-12.302799243,-30.403332369
-10.548798780,-29.845437605
-9.406457751,-28.817923372
-7.293922101,-28.713444712
-5.942763982,-27.231784856
-4.429866622,-26.600721735
-2.974655129,-25.170992111
-0.977806917,-24.607455453
0.076543127,-24.920183091
2.010288984,-24.345920182
3.738869810,-23.526188735
5.612198817,-22.836501967
6.829196680,-21.858581627
7.573831744,-22.217144313
8.846143203,-21.344361672
10.624451375,-20.772370788
12.541566121,-20.238729295
13.368963713,-19.030578692
15.063304421,-17.952149861
16.735583060,-16.657459383
18.466994847,-15.488498014
18.952397537,-13.798906916
20.708049325,-13.492848330
22.151933516,-12.024148539
23.022818807,-10.094459849
24.177794516,-8.347912017
25.571343017,-6.857232290
26.751968557,-5.105151067
27.114688139,-3.255785070
28.210938913,-1.652569678
29.065754107,0.261368222
28.653269353,1.604275783
29.427532765,3.166971385
29.602538971,5.253411465
30.687339859,5.905852771
30.732708180,7.006336005
31.568453718,8.671310164
32.096771035,10.412508445
33.639184905,11.695298675
33.406199980,12.866718604
34.180242798,14.473974388
35.214460110,16.147830641
35.323458101,18.263281397
36.329069088,20.073029723
37.053047827,22.050944719
37.300505764,24.131164761
36.810390532,26.010815827
36.564069231,28.075211230
35.073025017,29.542430933
