x,y
37.734666175,18.254155214
36.847567056,19.631098220
35.567920057,21.033383577
34.662517417,22.714561858
33.565814847,24.140396483
31.853609976,24.942674895
30.414018527,26.134108970
28.572493649,26.386086298
27.838455271,27.973247151
26.475663611,28.083095000
24.724132367,28.826187767
22.861478529,29.248053149
20.973016089,29.536726070
19.074610482,29.751705743
17.188522590,30.028682397
15.950676980,30.182274686
14.260021725,30.694020429
12.369578621,30.429238348
10.497749230,30.451502844
8.680244054,30.186376262
6.780316616,30.258331504
4.890399483,29.983346767
3.027856840,29.559181574
1.202901478,28.995278068
-0.174351277,28.127243405
-1.656112055,28.575126357
-3.158708001,27.576797213
-4.947280070,27.465064584
-6.296973611,26.462927255
-7.993895682,25.624574856
-9.878290210,25.328441482
-10.150706559,25.021175529
-10.772397144,24.366261050
-12.647027311,24.003582595
-14.396309449,23.243304770
-16.027798287,22.250287617
-17.585582007,21.144472123
-19.092845560,19.970522062
-20.562817220,18.750123900
-22.003892636,17.495701163
-23.421697949,16.215017684
-24.820240050,14.913315284
-26.202579536,13.594413106
-27.571114392,12.261188101
-28.927855201,10.915959803
-30.274673504,9.560794907
-31.613702161,8.197930243
-32.948420377,6.830841519
-34.291830259,5.472347098
-35.746178636,4.241679137
-35.734158391,4.322932876
-36.497126951,2.571701690
-37.608592968,1.026885463
-37.876446033,-0.809965927
-38.722531110,-2.515024456
-38.982517249,-4.391488809
-39.244852216,-6.282367348
-39.490620803,-8.176580544
-39.615328731,-10.032062715
-39.754495242,-11.837109321
-39.551177393,-13.612013492
-38.927489887,-15.352982123
-38.641802873,-16.867621644
-37.756169434,-18.506474662
-37.184976652,-20.060521952
-35.833167301,-21.390084880
-34.714087389,-22.925204259
-33.922580154,-23.688298275
-32.592058317,-25.044377821
-31.157462911,-26.094903698
-29.483824481,-26.229845516
-28.048811874,-27.475936823
-26.199594305,-27.942684456
-24.604228908,-28.257723707
-23.040325554,-28.945433958
-21.374693550,-29.765438729
-19.469178026,-29.877018127
-17.618491270,-30.249679015
-15.903958295,-29.596123132
-14.333150056,-30.634011685
-12.522668423,-30.083897672
-10.739835827,-29.845453234
-8.898259597,-29.654897091
-7.043207131,-29.729407607
-5.748312238,-29.499824766
-4.140445898,-29.318598140
-2.231653050,-29.337498656
-0.336382664,-29.107390255
1.533045048,-28.714140356
3.382154917,-28.233799451
5.212865763,-27.687393347
7.024590708,-27.080990033
8.814424390,-26.412784949
10.576137531,-25.673752310
12.296959789,-24.844278265
13.946663185,-23.882122713
15.425950170,-22.679843429
16.484645567,-21.094165367
17.444003811,-21.435153256
18.504289514,-19.890328270
20.380633781,-19.643783116
22.040568864,-18.708934515
23.568411533,-17.562177953
25.047610784,-16.353001644
26.496472773,-15.107583225
27.919680674,-13.832924020
29.315053180,-12.527843952
30.699402160,-11.211072942
32.039503111,-9.849532520
33.273812902,-8.392374967
34.184163651,-6.724641832
34.274529476,-4.827995426
35.486463242,-3.354480846
36.612366456,-1.811397389
37.883903085,-0.456776830
38.190553698,1.249267383
38.204201596,2.124303230
38.793860195,3.908735673
39.230724556,5.764770161
39.853739584,7.506946383
40.013006516,9.323220887
39.408926570,11.126734241
39.573937825,13.027953496
39.348212237,14.884022415
38.369151295,16.521727181
